Country,Country Code,Series,Series Code,2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022]
Jordan,JOR,"Unemployment rate,Percent,,,",UNEMPSA_,15.3,14.5,12.5,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.1,15.3,18.3,18.6,19.1,23.2,24.1,22.9
Kazakhstan,KAZ,"Unemployment rate,Percent,,,",UNEMPSA_,9.36666666667,8.79166666667,8.39166666667,8.09166666667,7.78333333333,7.25,6.625,6.56666666667,5.76666666667,5.38333333333,5.29166666667,5.24166666667,5.05,4.99166666667,4.96666666667,4.9,4.85,4.8,4.8,..,..
Kenya,KEN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Rep.,KOR,"Unemployment rate,Percent,,,",UNEMPSA_,3.25,3.575,3.66666666667,3.73333333333,3.48333333333,3.25833333333,3.16666666667,3.65,3.7,3.38333333333,3.2,3.1,3.50833333333,3.6,3.675,3.68333333333,3.85833333333,3.75833333333,3.98333333333,3.60833333333,2.86666666667
Kuwait,KWT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean developing,LAC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,6.52640900999,7.08762132672,8.55561695201,9.05567521287,8.89134796379,8.94718606136,11.16960703549,10.25676960216,7.55672115511
Latvia,LVA,"Unemployment rate,Percent,,,",UNEMPSA_,12.47431721555,11.65806256479,11.75631665721,10.03109633713,7.0093970614,6.05836224722,7.7902742071,17.63712831067,19.43063979997,16.16711844532,15.00630382501,11.84303549882,10.83119308835,9.87557594676,9.63658322848,8.70928736788,7.39625870993,6.30964229391,8.09091930222,7.56165918171,6.84348267508
Lebanon,LBN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Unemployment rate,Percent,,,",UNEMPSA_,11.34166666667,10.275,6.81666666667,4.80833333333,3.45833333333,3.175,3.45,9.45833333333,14.48333333333,11.70833333333,11.71666666667,10.925,9.475,8.71666666667,8.04166666667,7.88333333333,8.5,8.38333333333,12.55833333333,13.04166666667,9.00833333333
Low Income Countries,LIC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower Middle Income Countries,LMC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,8.74238824869,8.67919472362,7.13233089581,6.27319661686,6.18705669478,6.51027515542,6.39946691088,6.84220190991,6.89996312065,7.15501119812,6.99918757736,6.85279259913,..,..,6.13544068772,6.11741627431,..,6.81649770835,5.75179523576
Luxembourg,LUX,"Unemployment rate,Percent,,,",UNEMPSA_,2.49926247158,3.28575140318,3.69195114559,4.10319271211,4.2229781185,4.18306849845,4.15745592161,5.47872039013,5.80345776689,5.68138588465,6.0905152628,6.8350322786,7.08992263568,6.77999803204,6.34976407837,5.9178888836,5.46344293925,5.38034787761,6.34904929414,5.7477440931,4.81125964472
Macao China,MAC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Macedonia FYR,MKD,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,37.15246150257,37.24997759843,36.02997595559,34.92755004289,33.77550436156,32.17298544305,32.04455354239,31.37113796935,30.99636193498,28.9969200473,28.02376618594,26.04538176886,23.74384657578,22.36760433394,20.71871106318,17.24673376315,16.37264327143,15.42591871067,14.37651932357
Madagascar,MDG,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,"Unemployment rate,Percent,,,",UNEMPSA_,6.95684208015,7.55680624731,7.18414742842,7.17786467372,7.27174338629,6.46616372149,6.06384963398,6.90851090044,6.89053086438,6.46996738695,6.42463041204,6.37920412072,5.85898811287,5.4091037404,4.67835625965,4.12422207126,3.94929925778,4.07322421366,4.8471290298,3.77465341312,3.4514288971
Mauritania,MRT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,3.47833333333,3.52583333333,3.60916666667,3.88833333333,5.385,5.3075,5.18833333333,4.92833333333,4.93916666667,4.83333333333,4.345,3.875,3.42,3.32,3.48833333333,4.40833333333,4.1425,3.27666666667
Micronesia Fed. Sts.,FSM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & N. Africa developing,MNA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,10.8963864122,11.18305659804,10.84601828575,9.62426850682,9.34174128467,9.72525848544,9.42050634319,11.60882170132,12.15539183524,12.49033342279,12.44015272429,12.14193248845,11.97515479385,11.7293466978,10.30409421542,8.86083206949,9.76870462948,9.5666245672,9.18410905176
Middle Income Countries,MIC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,7.64945177732,6.9905433081,7.03810338967,7.97859885628,7.63831750812,7.4408386279,7.20539281053,7.30470838613,7.20111208478,7.41095590958,7.9105104976,8.06767317772,7.73926833162,7.93156575967,9.46157220762,8.79350521147,7.23737513096
Moldova,MDA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,9.57695261033,9.76816717469,9.55078652914,9.10413799346,9.11244090352,8.86654177402,9.01725738427,9.208032519,9.70315118514,9.46102243404,9.2865684552,10.286080179,9.62107787053,9.18903073794,11.94247069619,12.26287331697,11.90126960831
Mozambique,MOZ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Unemployment rate,Percent,,,",UNEMPSA_,..,5.92034628846,6.7789974351,6.95520600215,6.07397598213,5.29935483882,4.75447009876,5.43403708323,6.06317524006,6.05281111474,6.82132380058,8.20312083869,8.34520310095,7.88493578434,6.98692900442,5.86195714532,4.85637749459,4.42659864391,4.85069958312,4.22214590439,3.53935175425
Netherlands Antilles,ANT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Unemployment rate,Percent,,,",UNEMPSA_,5.30666559523,4.77710404829,4.02131982834,3.82685188185,3.84196129898,3.56136923001,4.02385556256,5.887897863,6.21863886386,6.01540709112,6.47337067792,5.85050646818,5.42160102285,5.39909890475,5.12245599052,4.72211595748,4.32426379672,4.0987918432,4.60647869137,3.78706520806,3.27741216771
Nicaragua,NIC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Unemployment rate,Percent,,,",UNEMPSA_,3.90833333333,4.49166666667,4.54166666667,4.80833333333,3.60833333333,2.725,2.90833333333,3.46666666667,3.91666666667,3.58333333333,3.475,3.9,3.8,4.65833333333,4.9,4.36666666667,4.04166666667,3.85833333333,4.76666666667,4.43333333333,3.24166666667
Oman,OMN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Unemployment rate,Percent,,,",UNEMPSA_,8.27,8.27,7.69,7.69,6.2,5.2,5.2,5.46,5.55,5.95,5.95,6.24,6,5.9,..,..,5.8,6.9,..,6.3,..
Panama,PAN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,"Unemployment rate,Percent,,,",UNEMPSA_,9.40283313387,9.44785945616,9.44791691905,9.5583874432,8.54490736222,8.39188883943,8.37726009214,8.39299725288,7.84832935217,7.68837436179,6.77148402336,5.94402917204,5.93554405535,6.49168407804,6.75421144859,6.90150781922,6.62757444201,6.54494426779,14.16590407706,10.71824562811,7.69823814941
Philippines,PHL,"Unemployment rate,Percent,,,",UNEMPSA_,11.4,11.375,11.8,11.35,7.975,7.325,7.4,7.475,7.325,7.05,7,7.075,6.825,6.275,5.45,5.7,5.3,5.1,10.275,8.025,5.45
Poland,POL,"Unemployment rate,Percent,,,",UNEMPSA_,19.71666666667,19.91666666667,19.5,18.18333333333,16.19166666667,12.69166666667,9.825,10.96666666667,12.11666666667,12.38333333333,12.8,13.525,12.31666666667,10.475,8.925,7.25833333333,6.075,5.41666666667,5.96666666667,6.40833333333,5.4
Portugal,PRT,"Unemployment rate,Percent,,,",UNEMPSA_,5.76741893762,6.94585115789,7.34809160116,8.30213451304,8.35272226933,8.70830656731,8.30692525325,10.18814787404,11.50988106641,13.43263897356,16.51283335982,17.09647112898,14.51658893323,12.93559900932,11.4116863496,9.1418312179,7.16496047342,6.62060880061,6.94347119459,6.55640979426,6.05120937167
Qatar,QAT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,ROU,"Unemployment rate,Percent,,,",UNEMPSA_,10.18333333333,7.55833333333,6.75,5.825,5.41666666667,4.3,3.98333333333,6.28333333333,7.625,5.38333333333,5.06666666667,5.25833333333,5.25,5.125,4.79166666667,4.26666666667,3.56666666667,3.05,3.11666666667,3.05,2.91666666667
Russian Federation,RUS,"Unemployment rate,Percent,,,",UNEMPSA_,8.05849177741,8.24325240454,7.73581688214,7.1606281958,7.07019308726,6.05239992828,6.26338958036,8.24274374709,7.34543676546,6.49653773026,5.43124118076,5.49123351403,5.15892980429,5.57658820319,5.51578716559,5.18182801363,4.797885237,4.61544656667,5.77973484508,4.85090199856,3.95878995431
Rwanda,RWA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Unemployment rate,Percent,,,",UNEMPSA_,5.27082046491,5.55824097301,5.81532558963,6.0937139496,6.29539235908,5.79866760687,5.20166150065,5.40163040696,5.5008342092,5.79877639096,5.49866035526,5.59875463778,5.6996916041,5.60056958711,5.60013526453,5.99917555125,5.99481006307,5.69162208878,7.38651534088,6.89234065086,4.76960741659
Senegal,SEN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia and Montenegro,YUG,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Unemployment rate,Percent,,,",UNEMPSA_,3.575,4,3.375,3.125,2.675,2.1,2.275,3,2.175,2.025,1.95,1.9,1.95,1.9,2.075,2.175,2.125,2.225,3.025,2.65,2.125
Slovak Republic,SVK,"Unemployment rate,Percent,,,",UNEMPSA_,17.80833333333,15.18166666667,14.24166666667,11.62583333333,10.3625,8.42083333333,7.645,11.44,12.4725,13.15166666667,13.58083333333,14.1,12.78166666667,11.49333333333,9.48,7.06083333333,5.42,5.00166666667,6.78833333333,7.47666666667,6.31
Slovenia,SVN,"Unemployment rate,Percent,,,",UNEMPSA_,11.59166666667,11.175,10.59166666667,10.14166666667,9.43333333333,7.725,6.73333333333,9.15833333333,10.76666666667,11.875,12.00833333333,13.125,13.08333333333,12.275,11.18333333333,9.475,8.25833333333,7.64166666667,8.725,7.60833333333,5.78333333333
Solomon Islands,SLB,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Unemployment rate,Percent,,,",UNEMPSA_,27.83812677818,27.56753545438,25.09254044195,24.63183706666,23.4872525086,22.88495047182,22.4691019866,23.66905211246,24.8406176786,24.78782786019,24.88034223303,24.73058556238,25.10000972684,25.33597817213,26.70129296277,27.41016903835,27.08885493623,28.67049072543,29.14797652574,34.3081322779,33.52223783748
South Asia developing,SAS,"Unemployment rate,Percent,,,",UNEMPSA_,8.32871142615,8.25116803312,7.73541827306,7.69110776276,6.23323288273,5.2886210206,5.22215525515,5.50874156133,5.47799542076,5.75614151743,5.73398626228,6.03617165262,5.81168033122,5.7670684691,..,..,5.64491321395,6.66736982092,..,6.02296556379,..
Spain,ESP,"Unemployment rate,Percent,,,",UNEMPSA_,11.46666666667,11.49166666667,10.975,9.15833333333,8.44166666667,8.25,11.26666666667,17.88333333333,19.86666666667,21.41666666667,24.80833333333,26.1,24.45,22.05833333333,19.64166666667,17.24166666667,15.26666666667,14.10833333333,15.55,14.95,13.04166666667
Sri Lanka,LKA,"Unemployment rate,Percent,,,",UNEMPSA_,8.8,8.1,8.1,7.7,6.5,6,5.4,5.9,4.9,4.2,4,4.4,4.3,4.7,4.4,4.2,4.4,4.8,5.5,5.1,4.7
St. Kitts and Nevis,KNA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa developing,SST,"Unemployment rate,Percent,,,",UNEMPSA_,27.83812677818,27.56753545438,25.09254044195,24.63183706666,23.4872525086,22.88495047182,22.4691019866,23.66905211246,24.8406176786,24.78782786019,24.88034223303,24.73058556238,25.10000972684,25.33597817213,26.70129296277,27.41016903835,27.08885493623,28.67049072543,29.14797652574,34.3081322779,33.52223783748
Sudan,SDN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Unemployment rate,Percent,,,",UNEMPSA_,6.09623587902,6.71374983065,7.52758482244,7.9114938772,7.14673173807,6.22343280892,6.2785401169,8.45026123388,8.68734910492,7.86884490135,8.08334912003,8.10892151702,8.03780383134,7.49526531957,7.05482276136,6.78132986804,6.43952427895,6.92326509618,8.51827238985,8.86910776873,7.47098399931
Switzerland,CHE,"Unemployment rate,Percent,,,",UNEMPSA_,2.5508123126,3.6999364854,3.87749770985,3.76360518325,3.32934619495,2.76149559792,2.57375169854,3.7129666751,3.51521396195,2.83645899962,2.90619822473,3.15949108474,3.04309271695,3.180652712,3.32524246839,3.08827536946,2.54168172409,2.30465447425,3.18763650531,2.98480504668,2.16047499447
Syrian Arab Republic,SYR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Taiwan China,TWN,"Unemployment rate,Percent,,,",UNEMPSA_,5.17166666667,4.995,4.41916666667,4.12666666667,3.90416666667,3.91,4.14583333333,5.85083333333,5.22583333333,4.38916666667,4.23666666667,4.17583333333,3.95833333333,3.78583333333,3.92083333333,3.76083333333,3.70916666667,3.73,3.84916666667,3.95166666667,3.66916666667
Tajikistan,TJK,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,"Unemployment rate,Percent,,,",UNEMPSA_,2.37083333333,2.16666666667,2.05416666667,1.82583333333,1.49083333333,1.35333333333,1.37333333333,1.45666666667,1.03583333333,0.65083333333,0.65666666667,0.72333333333,0.83916666667,0.8825,0.98666666667,1.17333333333,1.06,0.98666666667,..,..,1.33833333333
Timor-Leste,TLS,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,17.34923704242,15.84733684499,15.02078072714,15.22170528454,15.49965263752,15.35324061743,15.45649660543,15.1606402554,16.68873678254,17.58205765114,15.48082668343
Turkey,TUR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,9.25,8.74166666667,8.84166666667,9.85,12.94166666667,11.05833333333,8.98333333333,8.3,8.86666666667,9.89166666667,10.31666666667,10.88333333333,10.93333333333,10.94166666667,13.73333333333,13.14166666667,12.00833333333,10.475
Turkmenistan,TKM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Unemployment rate,Percent,,,",UNEMPSA_,5.175,5.00833333333,4.75,4.84166666667,5.41666666667,5.33333333333,5.70833333333,7.60833333333,7.89166666667,8.1,7.99166666667,7.60833333333,6.21666666667,5.40833333333,4.96666666667,4.45,4.15833333333,3.93333333333,4.65833333333,4.63333333333,3.85
United States,USA,"Unemployment rate,Percent,,,",UNEMPSA_,5.78333333333,5.99166666667,5.54166666667,5.08333333333,4.60833333333,4.61666666667,5.8,9.28333333333,9.60833333333,8.93333333333,8.075,7.35833333333,6.15833333333,5.275,4.875,4.35833333333,3.89166666667,3.675,8.09166666667,5.35,3.63333333333
Upper Middle Income Countries,UMC,"Unemployment rate,Percent,,,",UNEMPSA_,5.95573608806,6.07337060907,5.88879405176,5.68961983394,8.03824233344,7.52213342824,7.66608925539,9.07627484533,8.56135402446,7.87407895925,7.41480938562,7.38690868801,7.31539575164,7.74290134456,8.66563871857,8.91704530129,8.70120302868,9.01964610437,..,..,8.15848201414
Uruguay,URY,"Unemployment rate,Percent,,,",UNEMPSA_,16.75,17.15,13.34166666667,12.14166666667,10.78333333333,9.4,7.925,7.78333333333,7.025,6.34166666667,6.325,6.50833333333,6.625,7.525,7.875,7.925,8.36666666667,8.925,10.35,9.36666666667,7.875
Uzbekistan,UZB,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Venezuela RB,VEN,"Unemployment rate,Percent,,,",UNEMPSA_,16.22996494263,18.07432873033,14.99684341255,12.19567358676,9.94466663037,8.45434551551,7.34099583403,7.89686504192,8.51256035514,8.18298926229,7.80180462548,7.51847318458,6.92123699453,6.80954788441,7.28496599308,7.1838092651,6.90873994784,..,..,..,..
Vietnam,VNM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,2.38,2.9,2.91,2.22,1.95,2.17,2.1,2.34,2.29,2.22,2.19,2.17,2.48,3.2,2.34
Virgin Islands (U.S.),VIR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLT,"Unemployment rate,Percent,,,",UNEMPSA_,8.42243442765,8.36049000064,7.96205505981,7.56219593456,6.89972222813,6.36338572071,6.49495703735,8.01788945254,8.04204006991,7.79061940379,7.72426602328,7.75670274381,7.40849944963,7.22930891003,7.30084674341,7.0860342189,6.65101118095,6.60143032672,8.27957501386,7.44031147798,6.05790603218
Yemen Rep.,YEM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Global Economic Monitor (GEM),,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/20/2024,,,,,,,,,,,,,,,,,,,,,,,,
