Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of a healthy diet [CoHD]
Food Prices for Nutrition 3.0,FPN 3.0,Czechia,CZE,2020,YR2020,3
Food Prices for Nutrition 3.0,FPN 3.0,Czechia,CZE,2021,YR2021,3.13
Food Prices for Nutrition 3.0,FPN 3.0,Czechia,CZE,2022,YR2022,3.63
Food Prices for Nutrition 3.0,FPN 3.0,Denmark,DNK,2017,YR2017,2.2
Food Prices for Nutrition 3.0,FPN 3.0,Denmark,DNK,2018,YR2018,2.26
Food Prices for Nutrition 3.0,FPN 3.0,Denmark,DNK,2019,YR2019,2.34
Food Prices for Nutrition 3.0,FPN 3.0,Denmark,DNK,2020,YR2020,2.41
Food Prices for Nutrition 3.0,FPN 3.0,Denmark,DNK,2021,YR2021,2.49
Food Prices for Nutrition 3.0,FPN 3.0,Denmark,DNK,2022,YR2022,2.73
Food Prices for Nutrition 3.0,FPN 3.0,Djibouti,DJI,2017,YR2017,2.79
Food Prices for Nutrition 3.0,FPN 3.0,Djibouti,DJI,2018,YR2018,2.86
Food Prices for Nutrition 3.0,FPN 3.0,Djibouti,DJI,2019,YR2019,2.98
Food Prices for Nutrition 3.0,FPN 3.0,Djibouti,DJI,2020,YR2020,3.1
Food Prices for Nutrition 3.0,FPN 3.0,Djibouti,DJI,2021,YR2021,3.27
Food Prices for Nutrition 3.0,FPN 3.0,Djibouti,DJI,2022,YR2022,3.71
Food Prices for Nutrition 3.0,FPN 3.0,Dominica,DMA,2017,YR2017,4.3
Food Prices for Nutrition 3.0,FPN 3.0,Dominica,DMA,2018,YR2018,4.46
Food Prices for Nutrition 3.0,FPN 3.0,Dominica,DMA,2019,YR2019,4.56
Food Prices for Nutrition 3.0,FPN 3.0,Dominica,DMA,2020,YR2020,4.67
Food Prices for Nutrition 3.0,FPN 3.0,Dominica,DMA,2021,YR2021,4.91
Food Prices for Nutrition 3.0,FPN 3.0,Dominica,DMA,2022,YR2022,5.32
Food Prices for Nutrition 3.0,FPN 3.0,Dominican Republic,DOM,2017,YR2017,3.33
Food Prices for Nutrition 3.0,FPN 3.0,Dominican Republic,DOM,2018,YR2018,3.41
Food Prices for Nutrition 3.0,FPN 3.0,Dominican Republic,DOM,2019,YR2019,3.54
Food Prices for Nutrition 3.0,FPN 3.0,Dominican Republic,DOM,2020,YR2020,3.68
Food Prices for Nutrition 3.0,FPN 3.0,Dominican Republic,DOM,2021,YR2021,3.91
Food Prices for Nutrition 3.0,FPN 3.0,Dominican Republic,DOM,2022,YR2022,4.31
Food Prices for Nutrition 3.0,FPN 3.0,East Asia & Pacific,EAS,2017,YR2017,3.59
Food Prices for Nutrition 3.0,FPN 3.0,East Asia & Pacific,EAS,2018,YR2018,3.66
Food Prices for Nutrition 3.0,FPN 3.0,East Asia & Pacific,EAS,2019,YR2019,3.75
Food Prices for Nutrition 3.0,FPN 3.0,East Asia & Pacific,EAS,2020,YR2020,3.9
Food Prices for Nutrition 3.0,FPN 3.0,East Asia & Pacific,EAS,2021,YR2021,4.15
Food Prices for Nutrition 3.0,FPN 3.0,East Asia & Pacific,EAS,2022,YR2022,4.48
Food Prices for Nutrition 3.0,FPN 3.0,Ecuador,ECU,2017,YR2017,2.5
Food Prices for Nutrition 3.0,FPN 3.0,Ecuador,ECU,2018,YR2018,2.52
Food Prices for Nutrition 3.0,FPN 3.0,Ecuador,ECU,2019,YR2019,2.56
Food Prices for Nutrition 3.0,FPN 3.0,Ecuador,ECU,2020,YR2020,2.62
Food Prices for Nutrition 3.0,FPN 3.0,Ecuador,ECU,2021,YR2021,2.72
Food Prices for Nutrition 3.0,FPN 3.0,Ecuador,ECU,2022,YR2022,2.99
Food Prices for Nutrition 3.0,FPN 3.0,"Egypt, Arab Rep.",EGY,2017,YR2017,3.83
Food Prices for Nutrition 3.0,FPN 3.0,"Egypt, Arab Rep.",EGY,2018,YR2018,3.88
Food Prices for Nutrition 3.0,FPN 3.0,"Egypt, Arab Rep.",EGY,2019,YR2019,3.88
Food Prices for Nutrition 3.0,FPN 3.0,"Egypt, Arab Rep.",EGY,2020,YR2020,3.73
Food Prices for Nutrition 3.0,FPN 3.0,"Egypt, Arab Rep.",EGY,2021,YR2021,3.88
Food Prices for Nutrition 3.0,FPN 3.0,"Egypt, Arab Rep.",EGY,2022,YR2022,4.55
Food Prices for Nutrition 3.0,FPN 3.0,El Salvador,SLV,2017,YR2017,..
Food Prices for Nutrition 3.0,FPN 3.0,El Salvador,SLV,2018,YR2018,..
Food Prices for Nutrition 3.0,FPN 3.0,El Salvador,SLV,2019,YR2019,..
Food Prices for Nutrition 3.0,FPN 3.0,El Salvador,SLV,2020,YR2020,..
Food Prices for Nutrition 3.0,FPN 3.0,El Salvador,SLV,2021,YR2021,..
Food Prices for Nutrition 3.0,FPN 3.0,El Salvador,SLV,2022,YR2022,..
Food Prices for Nutrition 3.0,FPN 3.0,Equatorial Guinea,GNQ,2017,YR2017,3.68
Food Prices for Nutrition 3.0,FPN 3.0,Equatorial Guinea,GNQ,2018,YR2018,3.75
Food Prices for Nutrition 3.0,FPN 3.0,Equatorial Guinea,GNQ,2019,YR2019,3.79
Food Prices for Nutrition 3.0,FPN 3.0,Equatorial Guinea,GNQ,2020,YR2020,3.83
Food Prices for Nutrition 3.0,FPN 3.0,Equatorial Guinea,GNQ,2021,YR2021,3.97
Food Prices for Nutrition 3.0,FPN 3.0,Equatorial Guinea,GNQ,2022,YR2022,4.32
Food Prices for Nutrition 3.0,FPN 3.0,Estonia,EST,2017,YR2017,3.14
Food Prices for Nutrition 3.0,FPN 3.0,Estonia,EST,2018,YR2018,3.21
Food Prices for Nutrition 3.0,FPN 3.0,Estonia,EST,2019,YR2019,3.35
Food Prices for Nutrition 3.0,FPN 3.0,Estonia,EST,2020,YR2020,3.43
Food Prices for Nutrition 3.0,FPN 3.0,Estonia,EST,2021,YR2021,3.41
Food Prices for Nutrition 3.0,FPN 3.0,Estonia,EST,2022,YR2022,3.88
Food Prices for Nutrition 3.0,FPN 3.0,Eswatini,SWZ,2017,YR2017,3.37
Food Prices for Nutrition 3.0,FPN 3.0,Eswatini,SWZ,2018,YR2018,3.29
Food Prices for Nutrition 3.0,FPN 3.0,Eswatini,SWZ,2019,YR2019,3.33
Food Prices for Nutrition 3.0,FPN 3.0,Eswatini,SWZ,2020,YR2020,3.34
Food Prices for Nutrition 3.0,FPN 3.0,Eswatini,SWZ,2021,YR2021,3.47
Food Prices for Nutrition 3.0,FPN 3.0,Eswatini,SWZ,2022,YR2022,3.69
Food Prices for Nutrition 3.0,FPN 3.0,Ethiopia,ETH,2017,YR2017,2.83
Food Prices for Nutrition 3.0,FPN 3.0,Ethiopia,ETH,2018,YR2018,2.86
Food Prices for Nutrition 3.0,FPN 3.0,Ethiopia,ETH,2019,YR2019,2.99
Food Prices for Nutrition 3.0,FPN 3.0,Ethiopia,ETH,2020,YR2020,3.1
Food Prices for Nutrition 3.0,FPN 3.0,Ethiopia,ETH,2021,YR2021,3.37
Food Prices for Nutrition 3.0,FPN 3.0,Ethiopia,ETH,2022,YR2022,3.72
Food Prices for Nutrition 3.0,FPN 3.0,Europe & Central Asia,ECS,2017,YR2017,2.82
Food Prices for Nutrition 3.0,FPN 3.0,Europe & Central Asia,ECS,2018,YR2018,2.88
Food Prices for Nutrition 3.0,FPN 3.0,Europe & Central Asia,ECS,2019,YR2019,3.01
Food Prices for Nutrition 3.0,FPN 3.0,Europe & Central Asia,ECS,2020,YR2020,3.09
Food Prices for Nutrition 3.0,FPN 3.0,Europe & Central Asia,ECS,2021,YR2021,3.22
Food Prices for Nutrition 3.0,FPN 3.0,Europe & Central Asia,ECS,2022,YR2022,3.67
Food Prices for Nutrition 3.0,FPN 3.0,Fiji,FJI,2017,YR2017,3.24
Food Prices for Nutrition 3.0,FPN 3.0,Fiji,FJI,2018,YR2018,3.3
Food Prices for Nutrition 3.0,FPN 3.0,Fiji,FJI,2019,YR2019,3.46
Food Prices for Nutrition 3.0,FPN 3.0,Fiji,FJI,2020,YR2020,3.51
Food Prices for Nutrition 3.0,FPN 3.0,Fiji,FJI,2021,YR2021,3.91
Food Prices for Nutrition 3.0,FPN 3.0,Fiji,FJI,2022,YR2022,4.28
Food Prices for Nutrition 3.0,FPN 3.0,Finland,FIN,2017,YR2017,2.53
Food Prices for Nutrition 3.0,FPN 3.0,Finland,FIN,2018,YR2018,2.61
Food Prices for Nutrition 3.0,FPN 3.0,Finland,FIN,2019,YR2019,2.72
Food Prices for Nutrition 3.0,FPN 3.0,Finland,FIN,2020,YR2020,2.81
Food Prices for Nutrition 3.0,FPN 3.0,Finland,FIN,2021,YR2021,2.88
Food Prices for Nutrition 3.0,FPN 3.0,Finland,FIN,2022,YR2022,3.29
Food Prices for Nutrition 3.0,FPN 3.0,France,FRA,2017,YR2017,2.58
Food Prices for Nutrition 3.0,FPN 3.0,France,FRA,2018,YR2018,2.66
Food Prices for Nutrition 3.0,FPN 3.0,France,FRA,2019,YR2019,2.83
Food Prices for Nutrition 3.0,FPN 3.0,France,FRA,2020,YR2020,2.94
Food Prices for Nutrition 3.0,FPN 3.0,France,FRA,2021,YR2021,3.04
Food Prices for Nutrition 3.0,FPN 3.0,France,FRA,2022,YR2022,3.42
Food Prices for Nutrition 3.0,FPN 3.0,Gabon,GAB,2017,YR2017,3.25
Food Prices for Nutrition 3.0,FPN 3.0,Gabon,GAB,2018,YR2018,3.3
Food Prices for Nutrition 3.0,FPN 3.0,Gabon,GAB,2019,YR2019,3.38
Food Prices for Nutrition 3.0,FPN 3.0,Gabon,GAB,2020,YR2020,3.44
Food Prices for Nutrition 3.0,FPN 3.0,Gabon,GAB,2021,YR2021,3.61
Food Prices for Nutrition 3.0,FPN 3.0,Gabon,GAB,2022,YR2022,3.96
Food Prices for Nutrition 3.0,FPN 3.0,"Gambia, The",GMB,2017,YR2017,2.65
Food Prices for Nutrition 3.0,FPN 3.0,"Gambia, The",GMB,2018,YR2018,2.71
Food Prices for Nutrition 3.0,FPN 3.0,"Gambia, The",GMB,2019,YR2019,2.75
Food Prices for Nutrition 3.0,FPN 3.0,"Gambia, The",GMB,2020,YR2020,2.8
Food Prices for Nutrition 3.0,FPN 3.0,"Gambia, The",GMB,2021,YR2021,3
Food Prices for Nutrition 3.0,FPN 3.0,"Gambia, The",GMB,2022,YR2022,3.31
Food Prices for Nutrition 3.0,FPN 3.0,Germany,DEU,2017,YR2017,2.64
Food Prices for Nutrition 3.0,FPN 3.0,Germany,DEU,2018,YR2018,2.77
Food Prices for Nutrition 3.0,FPN 3.0,Germany,DEU,2019,YR2019,2.87
Food Prices for Nutrition 3.0,FPN 3.0,Germany,DEU,2020,YR2020,2.97
Food Prices for Nutrition 3.0,FPN 3.0,Germany,DEU,2021,YR2021,3.1
Food Prices for Nutrition 3.0,FPN 3.0,Germany,DEU,2022,YR2022,3.56
Food Prices for Nutrition 3.0,FPN 3.0,Ghana,GHA,2017,YR2017,3.46
Food Prices for Nutrition 3.0,FPN 3.0,Ghana,GHA,2018,YR2018,3.54
Food Prices for Nutrition 3.0,FPN 3.0,Ghana,GHA,2019,YR2019,3.62
Food Prices for Nutrition 3.0,FPN 3.0,Ghana,GHA,2020,YR2020,3.7
Food Prices for Nutrition 3.0,FPN 3.0,Ghana,GHA,2021,YR2021,3.89
Food Prices for Nutrition 3.0,FPN 3.0,Ghana,GHA,2022,YR2022,4.29
Food Prices for Nutrition 3.0,FPN 3.0,Greece,GRC,2017,YR2017,2.93
Food Prices for Nutrition 3.0,FPN 3.0,Greece,GRC,2018,YR2018,2.99
Food Prices for Nutrition 3.0,FPN 3.0,Greece,GRC,2019,YR2019,3.1
Food Prices for Nutrition 3.0,FPN 3.0,Greece,GRC,2020,YR2020,3.13
Food Prices for Nutrition 3.0,FPN 3.0,Greece,GRC,2021,YR2021,3.25
Food Prices for Nutrition 3.0,FPN 3.0,Greece,GRC,2022,YR2022,3.74
Food Prices for Nutrition 3.0,FPN 3.0,Grenada,GRD,2017,YR2017,4.52
Food Prices for Nutrition 3.0,FPN 3.0,Grenada,GRD,2018,YR2018,4.65
Food Prices for Nutrition 3.0,FPN 3.0,Grenada,GRD,2019,YR2019,4.72
Food Prices for Nutrition 3.0,FPN 3.0,Grenada,GRD,2020,YR2020,4.87
Food Prices for Nutrition 3.0,FPN 3.0,Grenada,GRD,2021,YR2021,5.12
Food Prices for Nutrition 3.0,FPN 3.0,Grenada,GRD,2022,YR2022,5.7
Food Prices for Nutrition 3.0,FPN 3.0,Guatemala,GTM,2017,YR2017,2.43
Food Prices for Nutrition 3.0,FPN 3.0,Guatemala,GTM,2018,YR2018,2.58
Food Prices for Nutrition 3.0,FPN 3.0,Guatemala,GTM,2019,YR2019,2.73
Food Prices for Nutrition 3.0,FPN 3.0,Guatemala,GTM,2020,YR2020,2.85
Food Prices for Nutrition 3.0,FPN 3.0,Guatemala,GTM,2021,YR2021,3
Food Prices for Nutrition 3.0,FPN 3.0,Guatemala,GTM,2022,YR2022,3.31
Food Prices for Nutrition 3.0,FPN 3.0,Guinea,GIN,2017,YR2017,2.27
Food Prices for Nutrition 3.0,FPN 3.0,Guinea,GIN,2018,YR2018,2.39
Food Prices for Nutrition 3.0,FPN 3.0,Guinea,GIN,2019,YR2019,2.48
Food Prices for Nutrition 3.0,FPN 3.0,Guinea,GIN,2020,YR2020,2.56
Food Prices for Nutrition 3.0,FPN 3.0,Guinea,GIN,2021,YR2021,2.75
Food Prices for Nutrition 3.0,FPN 3.0,Guinea,GIN,2022,YR2022,3.06
Food Prices for Nutrition 3.0,FPN 3.0,Guinea-Bissau,GNB,2017,YR2017,2.95
Food Prices for Nutrition 3.0,FPN 3.0,Guinea-Bissau,GNB,2018,YR2018,3.03
Food Prices for Nutrition 3.0,FPN 3.0,Guinea-Bissau,GNB,2019,YR2019,3.11
Food Prices for Nutrition 3.0,FPN 3.0,Guinea-Bissau,GNB,2020,YR2020,3.2
Food Prices for Nutrition 3.0,FPN 3.0,Guinea-Bissau,GNB,2021,YR2021,3.44
Food Prices for Nutrition 3.0,FPN 3.0,Guinea-Bissau,GNB,2022,YR2022,3.73
Food Prices for Nutrition 3.0,FPN 3.0,Guyana,GUY,2017,YR2017,4.63
Food Prices for Nutrition 3.0,FPN 3.0,Guyana,GUY,2018,YR2018,4.74
Food Prices for Nutrition 3.0,FPN 3.0,Guyana,GUY,2019,YR2019,4.83
Food Prices for Nutrition 3.0,FPN 3.0,Guyana,GUY,2020,YR2020,4.89
Food Prices for Nutrition 3.0,FPN 3.0,Guyana,GUY,2021,YR2021,5.12
Food Prices for Nutrition 3.0,FPN 3.0,Guyana,GUY,2022,YR2022,5.53
Food Prices for Nutrition 3.0,FPN 3.0,Haiti,HTI,2017,YR2017,3.93
Food Prices for Nutrition 3.0,FPN 3.0,Haiti,HTI,2018,YR2018,4.08
Food Prices for Nutrition 3.0,FPN 3.0,Haiti,HTI,2019,YR2019,4.28
Food Prices for Nutrition 3.0,FPN 3.0,Haiti,HTI,2020,YR2020,4.49
Food Prices for Nutrition 3.0,FPN 3.0,Haiti,HTI,2021,YR2021,4.81
Food Prices for Nutrition 3.0,FPN 3.0,Haiti,HTI,2022,YR2022,5.26
Food Prices for Nutrition 3.0,FPN 3.0,High-income,HIC,2017,YR2017,3.01
Food Prices for Nutrition 3.0,FPN 3.0,High-income,HIC,2018,YR2018,3.07
Food Prices for Nutrition 3.0,FPN 3.0,High-income,HIC,2019,YR2019,3.16
Food Prices for Nutrition 3.0,FPN 3.0,High-income,HIC,2020,YR2020,3.26
Food Prices for Nutrition 3.0,FPN 3.0,High-income,HIC,2021,YR2021,3.41
Food Prices for Nutrition 3.0,FPN 3.0,High-income,HIC,2022,YR2022,3.78
Food Prices for Nutrition 3.0,FPN 3.0,Honduras,HND,2017,YR2017,3.63
Food Prices for Nutrition 3.0,FPN 3.0,Honduras,HND,2018,YR2018,3.69
Food Prices for Nutrition 3.0,FPN 3.0,Honduras,HND,2019,YR2019,3.68
Food Prices for Nutrition 3.0,FPN 3.0,Honduras,HND,2020,YR2020,3.77
Food Prices for Nutrition 3.0,FPN 3.0,Honduras,HND,2021,YR2021,3.89
Food Prices for Nutrition 3.0,FPN 3.0,Honduras,HND,2022,YR2022,4.37
Food Prices for Nutrition 3.0,FPN 3.0,"Hong Kong SAR, China",HKG,2017,YR2017,3.64
Food Prices for Nutrition 3.0,FPN 3.0,"Hong Kong SAR, China",HKG,2018,YR2018,3.81
Food Prices for Nutrition 3.0,FPN 3.0,"Hong Kong SAR, China",HKG,2019,YR2019,3.93
Food Prices for Nutrition 3.0,FPN 3.0,"Hong Kong SAR, China",HKG,2020,YR2020,4.13
Food Prices for Nutrition 3.0,FPN 3.0,"Hong Kong SAR, China",HKG,2021,YR2021,4.43
Food Prices for Nutrition 3.0,FPN 3.0,"Hong Kong SAR, China",HKG,2022,YR2022,4.88
Food Prices for Nutrition 3.0,FPN 3.0,Hungary,HUN,2017,YR2017,3.36
Food Prices for Nutrition 3.0,FPN 3.0,Hungary,HUN,2018,YR2018,3.45
Food Prices for Nutrition 3.0,FPN 3.0,Hungary,HUN,2019,YR2019,3.6
Food Prices for Nutrition 3.0,FPN 3.0,Hungary,HUN,2020,YR2020,3.69
Food Prices for Nutrition 3.0,FPN 3.0,Hungary,HUN,2021,YR2021,3.71
Food Prices for Nutrition 3.0,FPN 3.0,Hungary,HUN,2022,YR2022,4.51
Food Prices for Nutrition 3.0,FPN 3.0,Iceland,ISL,2017,YR2017,2.38
Food Prices for Nutrition 3.0,FPN 3.0,Iceland,ISL,2018,YR2018,2.41
Food Prices for Nutrition 3.0,FPN 3.0,Iceland,ISL,2019,YR2019,2.52
Food Prices for Nutrition 3.0,FPN 3.0,Iceland,ISL,2020,YR2020,2.7
Food Prices for Nutrition 3.0,FPN 3.0,Iceland,ISL,2021,YR2021,2.78
Food Prices for Nutrition 3.0,FPN 3.0,Iceland,ISL,2022,YR2022,3.02
Food Prices for Nutrition 3.0,FPN 3.0,India,IND,2017,YR2017,2.86
Food Prices for Nutrition 3.0,FPN 3.0,India,IND,2018,YR2018,2.87
Food Prices for Nutrition 3.0,FPN 3.0,India,IND,2019,YR2019,2.92
Food Prices for Nutrition 3.0,FPN 3.0,India,IND,2020,YR2020,3.01
Food Prices for Nutrition 3.0,FPN 3.0,India,IND,2021,YR2021,3.11
Food Prices for Nutrition 3.0,FPN 3.0,India,IND,2022,YR2022,3.36
Food Prices for Nutrition 3.0,FPN 3.0,Indonesia,IDN,2017,YR2017,3.69
Food Prices for Nutrition 3.0,FPN 3.0,Indonesia,IDN,2018,YR2018,3.82
Food Prices for Nutrition 3.0,FPN 3.0,Indonesia,IDN,2019,YR2019,3.83
Food Prices for Nutrition 3.0,FPN 3.0,Indonesia,IDN,2020,YR2020,3.99
Food Prices for Nutrition 3.0,FPN 3.0,Indonesia,IDN,2021,YR2021,4.22
Food Prices for Nutrition 3.0,FPN 3.0,Indonesia,IDN,2022,YR2022,4.64
Food Prices for Nutrition 3.0,FPN 3.0,"Iran, Islamic Rep.",IRN,2017,YR2017,3.01
Food Prices for Nutrition 3.0,FPN 3.0,"Iran, Islamic Rep.",IRN,2018,YR2018,3.21
Food Prices for Nutrition 3.0,FPN 3.0,"Iran, Islamic Rep.",IRN,2019,YR2019,3.64
Food Prices for Nutrition 3.0,FPN 3.0,"Iran, Islamic Rep.",IRN,2020,YR2020,3.61
Food Prices for Nutrition 3.0,FPN 3.0,"Iran, Islamic Rep.",IRN,2021,YR2021,4.17
Food Prices for Nutrition 3.0,FPN 3.0,"Iran, Islamic Rep.",IRN,2022,YR2022,5.13
Food Prices for Nutrition 3.0,FPN 3.0,Iraq,IRQ,2017,YR2017,3.38
Food Prices for Nutrition 3.0,FPN 3.0,Iraq,IRQ,2018,YR2018,3.47
Food Prices for Nutrition 3.0,FPN 3.0,Iraq,IRQ,2019,YR2019,3.54
Food Prices for Nutrition 3.0,FPN 3.0,Iraq,IRQ,2020,YR2020,3.54
Food Prices for Nutrition 3.0,FPN 3.0,Iraq,IRQ,2021,YR2021,3.67
Food Prices for Nutrition 3.0,FPN 3.0,Iraq,IRQ,2022,YR2022,4.03
Food Prices for Nutrition 3.0,FPN 3.0,Ireland,IRL,2017,YR2017,2.33
Food Prices for Nutrition 3.0,FPN 3.0,Ireland,IRL,2018,YR2018,2.27
Food Prices for Nutrition 3.0,FPN 3.0,Ireland,IRL,2019,YR2019,2.3
Food Prices for Nutrition 3.0,FPN 3.0,Ireland,IRL,2020,YR2020,2.22
Food Prices for Nutrition 3.0,FPN 3.0,Ireland,IRL,2021,YR2021,2.24
Food Prices for Nutrition 3.0,FPN 3.0,Ireland,IRL,2022,YR2022,2.48
Food Prices for Nutrition 3.0,FPN 3.0,Israel,ISR,2017,YR2017,2.51
Food Prices for Nutrition 3.0,FPN 3.0,Israel,ISR,2018,YR2018,2.58
Food Prices for Nutrition 3.0,FPN 3.0,Israel,ISR,2019,YR2019,2.6
Food Prices for Nutrition 3.0,FPN 3.0,Israel,ISR,2020,YR2020,2.61
Food Prices for Nutrition 3.0,FPN 3.0,Israel,ISR,2021,YR2021,2.75
Food Prices for Nutrition 3.0,FPN 3.0,Israel,ISR,2022,YR2022,3.02
Food Prices for Nutrition 3.0,FPN 3.0,Italy,ITA,2017,YR2017,2.74
Food Prices for Nutrition 3.0,FPN 3.0,Italy,ITA,2018,YR2018,2.83
Food Prices for Nutrition 3.0,FPN 3.0,Italy,ITA,2019,YR2019,3.01
Food Prices for Nutrition 3.0,FPN 3.0,Italy,ITA,2020,YR2020,3.09
Food Prices for Nutrition 3.0,FPN 3.0,Italy,ITA,2021,YR2021,3.19
Food Prices for Nutrition 3.0,FPN 3.0,Italy,ITA,2022,YR2022,3.61
Food Prices for Nutrition 3.0,FPN 3.0,Jamaica,JAM,2017,YR2017,4.94
Food Prices for Nutrition 3.0,FPN 3.0,Jamaica,JAM,2018,YR2018,5.08
Food Prices for Nutrition 3.0,FPN 3.0,Jamaica,JAM,2019,YR2019,5.29
Food Prices for Nutrition 3.0,FPN 3.0,Jamaica,JAM,2020,YR2020,5.53
Food Prices for Nutrition 3.0,FPN 3.0,Jamaica,JAM,2021,YR2021,5.82
Food Prices for Nutrition 3.0,FPN 3.0,Jamaica,JAM,2022,YR2022,6.42
Food Prices for Nutrition 3.0,FPN 3.0,Japan,JPN,2017,YR2017,5.48
Food Prices for Nutrition 3.0,FPN 3.0,Japan,JPN,2018,YR2018,5.65
Food Prices for Nutrition 3.0,FPN 3.0,Japan,JPN,2019,YR2019,5.57
Food Prices for Nutrition 3.0,FPN 3.0,Japan,JPN,2020,YR2020,5.8
Food Prices for Nutrition 3.0,FPN 3.0,Japan,JPN,2021,YR2021,5.92
Food Prices for Nutrition 3.0,FPN 3.0,Japan,JPN,2022,YR2022,6.54
Food Prices for Nutrition 3.0,FPN 3.0,Jordan,JOR,2017,YR2017,2.95
Food Prices for Nutrition 3.0,FPN 3.0,Jordan,JOR,2018,YR2018,2.98
Food Prices for Nutrition 3.0,FPN 3.0,Jordan,JOR,2019,YR2019,3.02
Food Prices for Nutrition 3.0,FPN 3.0,Jordan,JOR,2020,YR2020,3.12
Food Prices for Nutrition 3.0,FPN 3.0,Jordan,JOR,2021,YR2021,3.23
Food Prices for Nutrition 3.0,FPN 3.0,Jordan,JOR,2022,YR2022,3.45
Food Prices for Nutrition 3.0,FPN 3.0,Kazakhstan,KAZ,2017,YR2017,2.12
Food Prices for Nutrition 3.0,FPN 3.0,Kazakhstan,KAZ,2018,YR2018,2.15
Food Prices for Nutrition 3.0,FPN 3.0,Kazakhstan,KAZ,2019,YR2019,2.25
Food Prices for Nutrition 3.0,FPN 3.0,Kazakhstan,KAZ,2020,YR2020,2.35
Food Prices for Nutrition 3.0,FPN 3.0,Kazakhstan,KAZ,2021,YR2021,2.52
Food Prices for Nutrition 3.0,FPN 3.0,Kazakhstan,KAZ,2022,YR2022,2.79
Food Prices for Nutrition 3.0,FPN 3.0,Kenya,KEN,2017,YR2017,2.79
Food Prices for Nutrition 3.0,FPN 3.0,Kenya,KEN,2018,YR2018,2.77
Food Prices for Nutrition 3.0,FPN 3.0,Kenya,KEN,2019,YR2019,2.85
Food Prices for Nutrition 3.0,FPN 3.0,Kenya,KEN,2020,YR2020,2.91
Food Prices for Nutrition 3.0,FPN 3.0,Kenya,KEN,2021,YR2021,3.13
Food Prices for Nutrition 3.0,FPN 3.0,Kenya,KEN,2022,YR2022,3.54
Food Prices for Nutrition 3.0,FPN 3.0,"Korea, Rep.",KOR,2017,YR2017,4.73
Food Prices for Nutrition 3.0,FPN 3.0,"Korea, Rep.",KOR,2018,YR2018,4.92
Food Prices for Nutrition 3.0,FPN 3.0,"Korea, Rep.",KOR,2019,YR2019,4.9
Food Prices for Nutrition 3.0,FPN 3.0,"Korea, Rep.",KOR,2020,YR2020,5.19
Food Prices for Nutrition 3.0,FPN 3.0,"Korea, Rep.",KOR,2021,YR2021,5.57
Food Prices for Nutrition 3.0,FPN 3.0,"Korea, Rep.",KOR,2022,YR2022,6.09
Food Prices for Nutrition 3.0,FPN 3.0,Kuwait,KWT,2017,YR2017,2.17
Food Prices for Nutrition 3.0,FPN 3.0,Kuwait,KWT,2018,YR2018,2.21
Food Prices for Nutrition 3.0,FPN 3.0,Kuwait,KWT,2019,YR2019,2.25
Food Prices for Nutrition 3.0,FPN 3.0,Kuwait,KWT,2020,YR2020,2.34
Food Prices for Nutrition 3.0,FPN 3.0,Kuwait,KWT,2021,YR2021,2.59
Food Prices for Nutrition 3.0,FPN 3.0,Kuwait,KWT,2022,YR2022,2.89
Food Prices for Nutrition 3.0,FPN 3.0,Kyrgyz Republic,KGZ,2017,YR2017,3.23
Food Prices for Nutrition 3.0,FPN 3.0,Kyrgyz Republic,KGZ,2018,YR2018,3.19
Food Prices for Nutrition 3.0,FPN 3.0,Kyrgyz Republic,KGZ,2019,YR2019,3.25
Food Prices for Nutrition 3.0,FPN 3.0,Kyrgyz Republic,KGZ,2020,YR2020,3.46
Food Prices for Nutrition 3.0,FPN 3.0,Kyrgyz Republic,KGZ,2021,YR2021,3.81
Food Prices for Nutrition 3.0,FPN 3.0,Kyrgyz Republic,KGZ,2022,YR2022,4.2
Food Prices for Nutrition 3.0,FPN 3.0,Lao PDR,LAO,2017,YR2017,3.8
Food Prices for Nutrition 3.0,FPN 3.0,Lao PDR,LAO,2018,YR2018,3.87
Food Prices for Nutrition 3.0,FPN 3.0,Lao PDR,LAO,2019,YR2019,3.99
Food Prices for Nutrition 3.0,FPN 3.0,Lao PDR,LAO,2020,YR2020,4.17
Food Prices for Nutrition 3.0,FPN 3.0,Lao PDR,LAO,2021,YR2021,4.34
Food Prices for Nutrition 3.0,FPN 3.0,Lao PDR,LAO,2022,YR2022,4.65
Food Prices for Nutrition 3.0,FPN 3.0,Latin America & Caribbean,LCN,2017,YR2017,3.59
Food Prices for Nutrition 3.0,FPN 3.0,Latin America & Caribbean,LCN,2018,YR2018,3.66
Food Prices for Nutrition 3.0,FPN 3.0,Latin America & Caribbean,LCN,2019,YR2019,3.75
Food Prices for Nutrition 3.0,FPN 3.0,Latin America & Caribbean,LCN,2020,YR2020,3.85
Food Prices for Nutrition 3.0,FPN 3.0,Latin America & Caribbean,LCN,2021,YR2021,4.06
Food Prices for Nutrition 3.0,FPN 3.0,Latin America & Caribbean,LCN,2022,YR2022,4.51
Food Prices for Nutrition 3.0,FPN 3.0,Latvia,LVA,2017,YR2017,3.04
Food Prices for Nutrition 3.0,FPN 3.0,Latvia,LVA,2018,YR2018,3.03
Food Prices for Nutrition 3.0,FPN 3.0,Latvia,LVA,2019,YR2019,3.19
