id_eco,Year,"GDP per capita, PPP (constant 2017 international $)",minimumWageByCountry_annualMinimalWageEarnings,minimumWageByCountry_hourlyMinimalWageEarnings,AcessToElectricity,id_country
0,2002,1280.4631,858.0,0.41,6.26739358901977,0.0
1,2003,1292.3335,858.0,0.41,11.7519664764404,0.0
2,2004,1260.0605,858.0,0.41,17.2363185882568,0.0
3,2005,1352.3207,858.0,0.41,23,0.0
4,2006,1366.9932,858.0,0.41,28.2286128997803,0.0
5,2007,1528.3446,858.0,0.41,33.7486801147461,0.0
6,2008,1556.8445,858.0,0.41,42.4,0.0
7,2009,1823.7426,858.0,0.41,44.8548851013184,0.0
8,2010,2026.1638,858.0,0.41,42.7,0.0
9,2011,1961.0963,858.0,0.41,43.2220189082037,0.0
10,2012,2122.8308,858.0,0.41,69.1,0.0
11,2013,2165.3408,858.0,0.41,67.2595520019531,0.0
12,2014,2144.4497,858.0,0.41,89.5,0.0
13,2015,2108.714,858.0,0.41,71.5,0.0
14,2016,2101.422,858.0,0.41,84.1371383666992,0.0
15,2017,2096.093,858.0,0.41,,0.0
16,2018,2060.699,858.0,0.41,,0.0
17,2019,2079.9219,858.0,0.41,,0.0
18,2020,1968.341,858.0,0.41,,0.0
19,2021,1516.2733,858.0,0.41,,0.0
20,1990,4827.0513,4637.0,2.23,,1.0
21,1991,3496.3867,4637.0,2.23,,1.0
22,1992,3264.8367,4637.0,2.23,,1.0
23,1993,3598.828,4637.0,2.23,,1.0
24,1994,3921.634,4637.0,2.23,,1.0
25,1995,4471.6235,4637.0,2.23,,1.0
26,1996,4908.9565,4637.0,2.23,,1.0
27,1997,4400.334,4637.0,2.23,,1.0
28,1998,4819.0913,4637.0,2.23,,1.0
29,1999,5474.8765,4637.0,2.23,,1.0
30,2000,5892.611,4637.0,2.23,,1.0
31,2001,6441.472,4637.0,2.23,,1.0
32,2002,6753.914,4637.0,2.23,100,1.0
33,2003,7154.0303,4637.0,2.23,100,1.0
34,2004,7580.165,4637.0,2.23,100,1.0
35,2005,8040.1206,4637.0,2.23,100,1.0
36,2006,8568.592,4637.0,2.23,100,1.0
37,2007,9150.161,4637.0,2.23,100,1.0
38,2008,9912.197,4637.0,2.23,100,1.0
39,2009,10313.952,4637.0,2.23,100,1.0
40,2010,10749.519,4637.0,2.23,100,1.0
41,2011,11052.832,4637.0,2.23,100,1.0
42,2012,11228.005,4637.0,2.23,100,1.0
43,2013,11361.308,4637.0,2.23,100,1.0
44,2014,11586.874,4637.0,2.23,100,1.0
45,2015,11878.495,4637.0,2.23,100,1.0
46,2016,12291.902,4637.0,2.23,100,1.0
47,2017,12771.054,4637.0,2.23,,1.0
48,2018,13317.185,4637.0,2.23,,1.0
49,2019,13653.249,4637.0,2.23,,1.0
50,2020,13278.435,4637.0,2.23,,1.0
51,2021,14596.016,4637.0,2.23,,1.0
52,2022,15492.067,4637.0,2.23,,1.0
53,1990,8828.874,1777.0,0.85,,2.0
54,1991,8517.377,1777.0,0.85,,2.0
55,1992,8471.527,1777.0,0.85,,2.0
56,1993,8109.884,1777.0,0.85,,2.0
57,1994,7869.2705,1777.0,0.85,,2.0
58,1995,8013.1235,1777.0,0.85,,2.0
59,1996,8195.86,1777.0,0.85,,2.0
60,1997,8147.8784,1777.0,0.85,,2.0
61,1998,8435.036,1777.0,0.85,,2.0
62,1999,8584.071,1777.0,0.85,,2.0
63,2000,8786.19,1777.0,0.85,,2.0
64,2001,8926.11,1777.0,0.85,,2.0
65,2002,9299.683,1777.0,0.85,98.9105377197266,2.0
66,2003,9835.162,1777.0,0.85,98.8707733154297,2.0
67,2004,10114.726,1777.0,0.85,98.8307876586914,2.0
68,2005,10566.373,1777.0,0.85,98.7966461181641,2.0
69,2006,10592.247,1777.0,0.85,98.7744140625,2.0
70,2007,10775.532,1777.0,0.85,98.7701416015625,2.0
71,2008,10847.177,1777.0,0.85,99.3,2.0
72,2009,10824.576,1777.0,0.85,98.8276748657227,2.0
73,2010,11007.747,1777.0,0.85,98.8849716186523,2.0
74,2011,11113.969,1777.0,0.85,98.9572982788086,2.0
75,2012,11270.701,1777.0,0.85,98.7646604654583,2.0
76,2013,11360.638,1777.0,0.85,99.1349868774414,2.0
77,2014,11561.26,1777.0,0.85,99.2343444824219,2.0
78,2015,11751.634,1777.0,0.85,99.3367080688477,2.0
79,2016,11888.323,1777.0,0.85,99.439567565918,2.0
80,2017,11809.483,1777.0,0.85,,2.0
81,2018,11725.878,1777.0,0.85,,2.0
82,2019,11627.28,1777.0,0.85,,2.0
83,2020,10844.7705,1777.0,0.85,,2.0
84,2021,11029.139,1777.0,0.85,,2.0
85,2022,11198.233,1777.0,0.85,,2.0
86,1990,5793.0845,663.0,0.29,,5.0
87,1991,5659.119,663.0,0.29,,5.0
88,1992,5158.384,663.0,0.29,,5.0
89,1993,3799.1948,663.0,0.29,,5.0
90,1994,3728.8862,663.0,0.29,,5.0
91,1995,4149.446,663.0,0.29,,5.0
92,1996,4557.148,663.0,0.29,,5.0
93,1997,4728.2925,663.0,0.29,,5.0
94,1998,4790.4185,663.0,0.29,,5.0
95,1999,4739.51,663.0,0.29,,5.0
96,2000,4728.3745,663.0,0.29,,5.0
97,2001,4768.009,663.0,0.29,,5.0
98,2002,5241.821,663.0,0.29,24.939094543457,5.0
99,2003,5217.3906,663.0,0.29,25.9745082855225,5.0
100,2004,5589.238,663.0,0.29,27.0097007751465,5.0
101,2005,6204.589,663.0,0.29,28.0507354736328,5.0
102,2006,6677.0195,663.0,0.29,29.1036758422852,5.0
103,2007,7340.3887,663.0,0.29,37.5,5.0
104,2008,7866.1846,663.0,0.29,31.2680130004883,5.0
105,2009,7646.1445,663.0,0.29,32.3824691772461,5.0
106,2010,7689.821,663.0,0.29,33.514949798584,5.0
107,2011,7663.286,663.0,0.29,34.6,5.0
108,2012,8011.0503,663.0,0.29,35.821964263916,5.0
109,2013,8099.6787,663.0,0.29,36.9904899597168,5.0
110,2014,8183.1646,663.0,0.29,32,5.0
111,2015,7966.8857,663.0,0.29,42,5.0
112,2016,7487.9253,663.0,0.29,40.5206069946289,5.0
113,2017,7216.0615,663.0,0.29,,5.0
114,2018,6878.59,663.0,0.29,,5.0
115,2019,6602.269,663.0,0.29,,5.0
116,2020,6029.692,663.0,0.29,,5.0
117,2021,5911.8354,663.0,0.29,,5.0
118,2022,5906.1157,663.0,0.29,,5.0
119,1990,17016.865,6317.0,3.04,,8.0
120,1991,17303.639,6317.0,3.04,,8.0
121,1992,17226.615,6317.0,3.04,,8.0
122,1993,17812.467,6317.0,3.04,,8.0
123,1994,18651.023,6317.0,3.04,,8.0
124,1995,17492.102,6317.0,3.04,,8.0
125,1996,18273.332,6317.0,3.04,,8.0
126,1997,18888.895,6317.0,3.04,,8.0
127,1998,19413.463,6317.0,3.04,,8.0
128,1999,19792.598,6317.0,3.04,,8.0
129,2000,20674.816,6317.0,3.04,,8.0
130,2001,19434.164,6317.0,3.04,,8.0
131,2002,19384.584,6317.0,3.04,90.8684844970703,8.0
132,2003,20330.732,6317.0,3.04,91.2542343139648,8.0
133,2004,21267.316,6317.0,3.04,91.639762878418,8.0
134,2005,22381.023,6317.0,3.04,92.2,8.0
135,2006,24905.305,6317.0,3.04,92.4344024658203,8.0
136,2007,26853.21,6317.0,3.04,92.8556442260742,8.0
137,2008,26451.059,6317.0,3.04,93.2994079589844,8.0
138,2009,22933.367,6317.0,3.04,93.7641983032227,8.0
139,2010,20848.914,6317.0,3.04,94.2470092773438,8.0
140,2011,20196.867,6317.0,3.04,94.5520140336941,8.0
141,2012,20266.729,6317.0,3.04,95.2546920776367,8.0
142,2013,20175.82,6317.0,3.04,95.773551940918,8.0
143,2014,20451.219,6317.0,3.04,96.2984161376953,8.0
144,2015,20584.148,6317.0,3.04,96.8262939453125,8.0
145,2016,21280.645,6317.0,3.04,97.3546676635742,8.0
146,2017,21672.045,6317.0,3.04,,8.0
147,2018,23050.686,6317.0,3.04,,8.0
148,2019,23638.686,6317.0,3.04,,8.0
149,2020,19062.412,6317.0,3.04,,8.0
150,2021,20501.162,6317.0,3.04,,8.0
151,2022,22321.87,6317.0,3.04,,8.0
152,1990,14136.525,21350.0,8.55,,9.0
153,1991,15209.487,21350.0,8.55,,9.0
154,1992,16190.511,21350.0,8.55,,9.0
155,1993,17282.965,21350.0,8.55,,9.0
156,1994,18046.893,21350.0,8.55,,9.0
157,1995,17303.924,21350.0,8.55,,9.0
158,1996,18031.549,21350.0,8.55,,9.0
159,1997,19261.898,21350.0,8.55,,9.0
160,1998,19773.176,21350.0,8.55,,9.0
161,1999,18884.943,21350.0,8.55,,9.0
162,2000,18524.81,21350.0,8.55,,9.0
163,2001,17514.504,21350.0,8.55,,9.0
164,2002,15439.745,21350.0,8.55,95.7975082397461,9.0
165,2003,16631.574,21350.0,8.55,96.1342086791992,9.0
166,2004,17950.15,21350.0,8.55,96.4706802368164,9.0
167,2005,19338.146,21350.0,8.55,96.8129959106445,9.0
168,2006,20679.242,21350.0,8.55,97.1672210693359,9.0
169,2007,22316.256,21350.0,8.55,97.5394134521484,9.0
170,2008,22992.39,21350.0,8.55,97.9341278076172,9.0
171,2009,21413.283,21350.0,8.55,98.3633651733398,9.0
172,2010,23521.27,21350.0,8.55,98.82,9.0
173,2011,24647.629,21350.0,8.55,99.2161636352539,9.0
174,2012,24118.867,21350.0,8.55,99.5844116210938,9.0
175,2013,24424.137,21350.0,8.55,99.8371276855469,9.0
176,2014,23550.1,21350.0,8.55,99.9592437744141,9.0
177,2015,23933.887,21350.0,8.55,99.9952087402344,9.0
178,2016,23189.527,21350.0,8.55,100,9.0
179,2017,23597.117,21350.0,8.55,,9.0
180,2018,22747.242,21350.0,8.55,,9.0
181,2019,22071.748,21350.0,8.55,,9.0
182,2020,19694.56,21350.0,8.55,,9.0
183,2021,21599.797,21350.0,8.55,,9.0
184,2022,22461.441,21350.0,8.55,,9.0
185,1990,5153.2983,1787.0,0.86,,10.0
186,1991,4473.519,1787.0,0.86,,10.0
187,1992,2634.9631,1787.0,0.86,,10.0
188,1993,2484.5522,1787.0,0.86,,10.0
189,1994,2683.6375,1787.0,0.86,,10.0
190,1995,2912.781,1787.0,0.86,,10.0
191,1996,3105.953,1787.0,0.86,,10.0
192,1997,3236.0605,1787.0,0.86,,10.0
193,1998,3505.3684,1787.0,0.86,,10.0
194,1999,3660.0342,1787.0,0.86,,10.0
195,2000,3921.8574,1787.0,0.86,,10.0
196,2001,4346.9077,1787.0,0.86,,10.0
197,2002,4965.224,1787.0,0.86,98,10.0
198,2003,5698.7783,1787.0,0.86,99.1483154296875,10.0
199,2004,6334.856,1787.0,0.86,99.1796951293945,10.0
200,2005,7259.204,1787.0,0.86,99.8,10.0
201,2006,8273.786,1787.0,0.86,99.2657318115234,10.0
202,2007,9476.472,1787.0,0.86,99.3310394287109,10.0
203,2008,10201.56,1787.0,0.86,99.4156494140625,10.0
204,2009,8819.678,1787.0,0.86,99.5198135375976,10.0
205,2010,9068.788,1787.0,0.86,99.8,10.0
206,2011,9551.158,1787.0,0.86,99.7671508789062,10.0
207,2012,10289.976,1787.0,0.86,99.8788757324219,10.0
208,2013,10677.304,1787.0,0.86,99.9540557861328,10.0
209,2014,11105.532,1787.0,0.86,99.9889755249023,10.0
210,2015,11506.039,1787.0,0.86,100,10.0
211,2016,11580.384,1787.0,0.86,100,10.0
212,2017,12509.64,1787.0,0.86,,10.0
213,2018,13231.431,1787.0,0.86,,10.0
214,2019,14317.553,1787.0,0.86,,10.0
215,2020,13357.697,1787.0,0.86,,10.0
216,2021,14206.545,1787.0,0.86,,10.0
217,2022,16057.007,1787.0,0.86,,10.0
218,1990,32278.87,,,,11.0
219,1991,33744.11,,,,11.0
220,1992,34544.062,,,,11.0
221,1993,35957.816,,,,11.0
222,1994,37683.918,,,,11.0
223,1995,37470.176,,,,11.0
224,1996,36784.46,,,,11.0
225,1997,38202.406,,,,11.0
226,1998,37810.035,,,,11.0
227,1999,37171.22,,,,11.0
228,2000,39001.727,,,,11.0
229,2001,39920.402,,,,11.0
230,2002,39073.555,,,91.8337173461914,11.0
231,2003,39115.383,,,92.0230484008789,11.0
232,2004,41591.92,,,92.2121658325195,11.0
233,2005,41019.043,,,92.4071197509765,11.0
234,2006,40994.25,,,92.6139831542969,11.0
235,2007,41745.117,,,92.8388214111328,11.0
236,2008,41986.98,,,93.086166381836,11.0
237,2009,36629.33,,,93.3545455932617,11.0
238,2010,35227.207,,,93.3562921509542,11.0
239,2011,36073.64,,,93.9423751831055,11.0
240,2012,35410.117,,,94.2558135986328,11.0
241,2013,37406.17,,,94.5782623291016,11.0
242,2014,36558.973,,,94.9067230224609,11.0
243,2015,36099.94,,,95.2381820678711,11.0
244,2016,36504.688,,,95.5701446533203,11.0
245,2017,38868.332,,,,11.0
246,2018,39597.66,,,,11.0
247,2019,38511.336,,,,11.0
248,2020,29236.047,,,,11.0
249,2021,37333.516,,,,11.0
250,2022,41273.613,,,,11.0
251,1990,30897.965,34515.0,17.47,,12.0
252,1991,30390.135,34515.0,17.47,,12.0
253,1992,30180.31,34515.0,17.47,,12.0
254,1993,31123.064,34515.0,17.47,,12.0
255,1994,32051.494,34515.0,17.47,,12.0
256,1995,32927.332,34515.0,17.47,,12.0
257,1996,33787.0,34515.0,17.47,,12.0
258,1997,34731.3,34515.0,17.47,,12.0
259,1998,35990.387,34515.0,17.47,,12.0
260,1999,37388.59,34515.0,17.47,,12.0
261,2000,38412.64,34515.0,17.47,,12.0
262,2001,38690.57,34515.0,17.47,,12.0
263,2002,39775.27,34515.0,17.47,100,12.0
264,2003,40535.668,34515.0,17.47,100,12.0
265,2004,41798.72,34515.0,17.47,100,12.0
266,2005,42595.43,34515.0,17.47,100,12.0
267,2006,43182.387,34515.0,17.47,100,12.0
268,2007,44001.43,34515.0,17.47,100,12.0
269,2008,44675.14,34515.0,17.47,100,12.0
270,2009,44592.145,34515.0,17.47,100,12.0
271,2010,44881.324,34515.0,17.47,100,12.0
272,2011,45328.258,34515.0,17.47,100,12.0
273,2012,46289.184,34515.0,17.47,100,12.0
274,2013,46685.098,34515.0,17.47,100,12.0
275,2014,47193.17,34515.0,17.47,100,12.0
276,2015,47543.082,34515.0,17.47,100,12.0
277,2016,48107.066,34515.0,17.47,100,12.0
278,2017,48418.56,34515.0,17.47,,12.0
279,2018,49085.934,34515.0,17.47,,12.0
280,2019,49420.94,34515.0,17.47,,12.0
281,2020,48651.734,34515.0,17.47,,12.0
282,2021,49609.23,34515.0,17.47,,12.0
283,2022,51090.26,34515.0,17.47,,12.0
284,1990,37494.56,,,,13.0
285,1991,38399.676,,,,13.0
286,1992,38774.492,,,,13.0
287,1993,38658.65,,,,13.0
288,1994,39435.21,,,,13.0
289,1995,40425.395,,,,13.0
290,1996,41319.375,,,,13.0
291,1997,42136.664,,,,13.0
292,1998,43597.89,,,,13.0
293,1999,45060.617,,,,13.0
294,2000,46469.86,,,,13.0
295,2001,46878.918,,,,13.0
296,2002,47419.277,,,100,13.0
297,2003,47633.113,,,100,13.0
298,2004,48633.273,,,100,13.0
299,2005,49387.027,,,100,13.0
300,2006,50840.695,,,100,13.0
301,2007,52565.074,,,100,13.0
302,2008,53166.055,,,100,13.0
303,2009,51030.727,,,100,13.0
304,2010,51843.43,,,100,13.0
305,2011,53179.15,,,100,13.0
306,2012,53297.445,,,100,13.0
307,2013,52997.754,,,100,13.0
308,2014,52932.9,,,100,13.0
309,2015,52873.86,,,100,13.0
310,2016,53345.742,,,100,13.0
311,2017,54172.99,,,,13.0
312,2018,55217.285,,,,13.0
313,2019,55769.684,,,,13.0
314,2020,51854.75,,,,13.0
315,2021,53817.305,,,,13.0
316,2022,55867.184,,,,13.0
317,1990,7616.91,2435.0,1.17,,14.0
318,1991,7463.629,2435.0,1.17,,14.0
319,1992,5690.181,2435.0,1.17,,14.0
320,1993,4309.9214,2435.0,1.17,,14.0
321,1994,3414.5112,2435.0,1.17,,14.0
322,1995,2976.995,2435.0,1.17,,14.0
323,1996,2985.3372,2435.0,1.17,,14.0
324,1997,3128.164,2435.0,1.17,,14.0
325,1998,3408.4753,2435.0,1.17,,14.0
326,1999,3628.7168,2435.0,1.17,,14.0
327,2000,3998.5205,2435.0,1.17,,14.0
328,2001,4360.4595,2435.0,1.17,,14.0
329,2002,4736.5645,2435.0,1.17,100,14.0
330,2003,5180.6865,2435.0,1.17,98.9018249511719,14.0
331,2004,5610.763,2435.0,1.17,99.0534973144531,14.0
332,2005,7106.598,2435.0,1.17,99.2109756469727,14.0
333,2006,9453.941,2435.0,1.17,99.5,14.0
334,2007,11684.191,2435.0,1.17,99.562141418457,14.0
335,2008,12672.376,2435.0,1.17,99.7418060302734,14.0
336,2009,13565.855,2435.0,1.17,99.8847351074219,14.0
337,2010,14082.238,2435.0,1.17,99.9656753540039,14.0
338,2011,13913.837,2435.0,1.17,99.9,14.0
339,2012,14027.469,2435.0,1.17,99.9997100830078,14.0
340,2013,14651.694,2435.0,1.17,100,14.0
341,2014,14867.943,2435.0,1.17,100,14.0
342,2015,14852.611,2435.0,1.17,100,14.0
343,2016,14232.192,2435.0,1.17,100,14.0
344,2017,14121.407,2435.0,1.17,,14.0
345,2018,14209.593,2435.0,1.17,,14.0
346,2019,14442.041,2435.0,1.17,,14.0
347,2020,13726.77,2435.0,1.17,,14.0
348,2021,14433.904,2435.0,1.17,,14.0
349,2022,15094.284,2435.0,1.17,,14.0
350,1990,36161.11,10920.0,5.25,,15.0
351,1991,33973.793,10920.0,5.25,,15.0
352,1992,31988.69,10920.0,5.25,,15.0
353,1993,31397.781,10920.0,5.25,,15.0
354,1994,31743.914,10920.0,5.25,,15.0
355,1995,32519.236,10920.0,5.25,,15.0
356,1996,33294.832,10920.0,5.25,,15.0
357,1997,33154.082,10920.0,5.25,,15.0
358,1998,34142.523,10920.0,5.25,,15.0
359,1999,36024.99,10920.0,5.25,,15.0
360,2000,36972.043,10920.0,5.25,,15.0
361,2001,37412.047,10920.0,5.25,,15.0
362,2002,37920.605,10920.0,5.25,96.38525390625,15.0
363,2003,36944.516,10920.0,5.25,96.7583999633789,15.0
364,2004,36770.906,10920.0,5.25,97.1313247680664,15.0
365,2005,37504.266,10920.0,5.25,97.5100936889648,15.0
366,2006,37918.246,10920.0,5.25,97.900764465332,15.0
367,2007,37928.625,10920.0,5.25,98.3253021240234,15.0
368,2008,36523.543,10920.0,5.25,98.7536849975586,15.0
369,2009,34498.164,10920.0,5.25,99.1822662353516,15.0
370,2010,34539.582,10920.0,5.25,99.5609893798828,15.0
371,2011,34321.242,10920.0,5.25,99.8256530761719,15.0
372,2012,34999.83,10920.0,5.25,99.9557952880859,15.0
373,2013,33681.56,10920.0,5.25,99.9947357177734,15.0
374,2014,33996.83,10920.0,5.25,100,15.0
375,2015,34023.72,10920.0,5.25,100,15.0
376,2016,33484.535,10920.0,5.25,100,15.0
377,2017,34067.848,10920.0,5.25,,15.0
378,2018,34810.277,10920.0,5.25,,15.0
379,2019,34324.996,10920.0,5.25,,15.0
380,2020,26132.207,10920.0,5.25,,15.0
381,2021,30463.084,10920.0,5.25,,15.0
382,2022,34663.496,10920.0,5.25,,15.0
383,1990,36997.734,,,,16.0
384,1991,39769.312,,,,16.0
385,1992,40971.727,,,,16.0
386,1993,44690.414,,,,16.0
387,1994,43113.48,,,,16.0
388,1995,43369.152,,,,16.0
389,1996,43737.188,,,,16.0
390,1997,43716.02,,,,16.0
391,1998,44458.438,,,,16.0
392,1999,45053.746,,,,16.0
393,2000,46154.03,,,,16.0
394,2001,46084.926,,,,16.0
395,2002,46478.207,,,100,16.0
396,2003,47504.56,,,100,16.0
397,2004,47455.24,,,100,16.0
398,2005,46821.023,,,100,16.0
399,2006,46303.49,,,100,16.0
400,2007,46792.176,,,100,16.0
401,2008,46588.64,,,100,16.0
402,2009,44972.746,,,100,16.0
403,2010,45600.066,,,100,16.0
404,2011,46564.71,,,100,16.0
405,2012,47793.53,,,100,16.0
406,2013,48915.53,,,100,16.0
407,2014,49117.99,,,100,16.0
408,2015,48453.727,,,100,16.0
409,2016,48486.305,,,100,16.0
410,2017,48929.445,,,,16.0
411,2018,48937.66,,,,16.0
412,2019,49768.977,,,,16.0
413,2020,47994.414,,,,16.0
414,2021,49754.047,,,,16.0
415,2022,51854.715,,,,16.0
416,1990,1730.3689,212.0,0.08,,17.0
417,1991,1756.3326,212.0,0.08,,17.0
418,1992,1818.1508,212.0,0.08,,17.0
419,1993,1867.7809,212.0,0.08,,17.0
420,1994,1903.5808,212.0,0.08,,17.0
421,1995,1964.0612,212.0,0.08,,17.0
422,1996,2017.2135,212.0,0.08,,17.0
423,1997,2070.4375,212.0,0.08,,17.0
424,1998,2137.1501,212.0,0.08,,17.0
425,1999,2194.5264,212.0,0.08,,17.0
426,2000,2267.0754,212.0,0.08,,17.0
427,2001,2337.3645,212.0,0.08,,17.0
428,2002,2382.2815,212.0,0.08,37.3091239929199,17.0
429,2003,2451.9902,212.0,0.08,39.6131591796875,17.0
430,2004,2537.9507,212.0,0.08,40.6,17.0
431,2005,2663.0962,212.0,0.08,44.23,17.0
432,2006,2806.5928,212.0,0.08,50.5251024590164,17.0
433,2007,2973.2812,212.0,0.08,46.5,17.0
434,2008,3124.2268,212.0,0.08,51.2497749328613,17.0
435,2009,3253.0913,212.0,0.08,53.6328544616699,17.0
436,2010,3395.3647,212.0,0.08,55.26,17.0
437,2011,3571.0586,212.0,0.08,59.6,17.0
438,2012,3756.932,212.0,0.08,60.8782157897949,17.0
439,2013,3932.7083,212.0,0.08,61.5,17.0
440,2014,4119.425,212.0,0.08,62.4,17.0
441,2015,4337.3857,212.0,0.08,68.2046813964844,17.0
442,2016,4589.0938,212.0,0.08,75.92,17.0
443,2017,4830.7764,212.0,0.08,,17.0
444,2018,5124.4985,212.0,0.08,,17.0
445,2019,5467.2075,212.0,0.08,,17.0
446,2020,5591.3735,212.0,0.08,,17.0
447,2021,5911.013,212.0,0.08,,17.0
448,2022,6263.0044,212.0,0.08,,17.0
449,1990,14086.431,8840.0,4.25,,18.0
450,1991,13509.206,8840.0,4.25,,18.0
451,1992,12700.533,8840.0,4.25,,18.0
452,1993,12762.853,8840.0,4.25,,18.0
453,1994,12983.817,8840.0,4.25,,18.0
454,1995,13215.468,8840.0,4.25,,18.0
455,1996,13715.356,8840.0,4.25,,18.0
456,1997,14341.957,8840.0,4.25,,18.0
457,1998,14853.1045,8840.0,4.25,,18.0
458,1999,14873.025,8840.0,4.25,,18.0
459,2000,15505.871,8840.0,4.25,,18.0
460,2001,15098.012,8840.0,4.25,,18.0
461,2002,15155.33,8840.0,4.25,100,18.0
462,2003,15424.597,8840.0,4.25,100,18.0
463,2004,15583.723,8840.0,4.25,100,18.0
464,2005,16141.697,8840.0,4.25,100,18.0
465,2006,17057.541,8840.0,4.25,100,18.0
466,2007,17346.83,8840.0,4.25,100,18.0
467,2008,17383.742,8840.0,4.25,100,18.0
468,2009,16438.684,8840.0,4.25,100,18.0
469,2010,16011.364,8840.0,4.25,100,18.0
470,2011,15846.868,8840.0,4.25,100,18.0
471,2012,15757.749,8840.0,4.25,100,18.0
472,2013,15515.497,8840.0,4.25,100,18.0
473,2014,15480.209,8840.0,4.25,100,18.0
474,2015,15822.1,8840.0,4.25,100,18.0
475,2016,16190.236,8840.0,4.25,100,18.0
476,2017,16233.792,8840.0,4.25,,18.0
477,2018,16063.454,8840.0,4.25,,18.0
478,2019,16077.515,8840.0,4.25,,18.0
479,2020,14003.922,8840.0,4.25,,18.0
480,2021,13869.242,8840.0,4.25,,18.0
481,2022,15417.297,8840.0,4.25,,18.0
482,1990,8895.172,,,,19.0
483,1991,8784.377,,,,19.0
484,1992,7923.65,,,,19.0
485,1993,7305.3066,,,,19.0
486,1994,6458.2144,,,,19.0
487,1995,5805.363,,,,19.0
488,1996,5988.0396,,,,19.0
489,1997,6698.4575,,,,19.0
490,1998,7293.9077,,,,19.0
491,1999,7575.918,,,,19.0
492,2000,8053.1733,,,,19.0
493,2001,8477.084,,,,19.0
494,2002,8961.641,,,100,19.0
495,2003,9660.193,,,100,19.0
496,2004,10839.956,,,100,19.0
497,2005,11940.186,,,100,19.0
498,2006,13214.871,,,100,19.0
499,2007,14417.353,,,100,19.0
500,2008,15942.896,,,100,19.0
501,2009,16014.114,,,100,19.0
502,2010,17300.703,,,100,19.0
503,2011,18274.02,,,100,19.0
504,2012,18611.453,,,100,19.0
505,2013,18805.43,,,100,19.0
506,2014,19119.312,,,100,19.0
507,2015,18362.695,,,100,19.0
508,2016,17883.19,,,100,19.0
509,2017,18356.066,,,,19.0
510,2018,18974.746,,,,19.0
511,2019,19288.041,,,,19.0
512,2020,19239.553,,,,19.0
513,2021,19872.693,,,,19.0
514,2022,19092.111,,,,19.0
515,1990,35506.926,24005.0,12.15,,20.0
516,1991,36023.684,24005.0,12.15,,20.0
517,1992,36426.992,24005.0,12.15,,20.0
518,1993,35935.957,24005.0,12.15,,20.0
519,1994,36981.45,24005.0,12.15,,20.0
520,1995,37784.15,24005.0,12.15,,20.0
521,1996,38208.72,24005.0,12.15,,20.0
522,1997,39562.37,24005.0,12.15,,20.0
523,1998,40252.47,24005.0,12.15,,20.0
524,1999,41583.098,24005.0,12.15,,20.0
525,2000,43024.14,24005.0,12.15,,20.0
526,2001,43347.89,24005.0,12.15,,20.0
527,2002,43890.598,24005.0,12.15,100,20.0
528,2003,44160.91,24005.0,12.15,100,20.0
529,2004,45540.47,24005.0,12.15,100,20.0
530,2005,46342.188,24005.0,12.15,100,20.0
531,2006,47212.58,24005.0,12.15,100,20.0
532,2007,48590.402,24005.0,12.15,100,20.0
533,2008,48423.516,24005.0,12.15,100,20.0
534,2009,47064.79,24005.0,12.15,100,20.0
535,2010,47972.56,24005.0,12.15,100,20.0
536,2011,48154.87,24005.0,12.15,100,20.0
537,2012,48210.926,24005.0,12.15,100,20.0
538,2013,48204.586,24005.0,12.15,100,20.0
539,2014,48748.62,24005.0,12.15,100,20.0
540,2015,49456.4,24005.0,12.15,100,20.0
541,2016,49829.926,24005.0,12.15,100,20.0
542,2017,50442.27,24005.0,12.15,,20.0
543,2018,51113.48,24005.0,12.15,,20.0
544,2019,51977.17,24005.0,12.15,,20.0
545,2020,49030.992,24005.0,12.15,,20.0
546,2021,52174.906,24005.0,12.15,,20.0
547,2022,53287.152,24005.0,12.15,,20.0
548,1990,6292.179,5850.0,2.5,,21.0
549,1991,6887.2275,5850.0,2.5,,21.0
550,1992,7607.846,5850.0,2.5,,21.0
551,1993,7913.5415,5850.0,2.5,,21.0
552,1994,7742.9272,5850.0,2.5,,21.0
553,1995,7602.624,5850.0,2.5,,21.0
554,1996,7456.467,5850.0,2.5,,21.0
555,1997,7511.722,5850.0,2.5,,21.0
556,1998,7533.846,5850.0,2.5,,21.0
557,1999,7966.5654,5850.0,2.5,,21.0
558,2000,8656.33,5850.0,2.5,,21.0
559,2001,8806.737,5850.0,2.5,,21.0
560,2002,8996.232,5850.0,2.5,90.0260772705078,21.0
561,2003,9566.363,5850.0,2.5,90.1048278808594,21.0
562,2004,9724.235,5850.0,2.5,90.1833572387695,21.0
563,2005,9647.656,5850.0,2.5,90.2677307128906,21.0
564,2006,9791.17,5850.0,2.5,90.9885308574549,21.0
565,2007,9826.6045,5850.0,2.5,90.4782562255859,21.0
566,2008,9406.426,5850.0,2.5,90.6150207519531,21.0
567,2009,9110.685,5850.0,2.5,90.7728118896484,21.0
568,2010,8996.431,5850.0,2.5,89.9172243747798,21.0
569,2011,8767.314,5850.0,2.5,91.6817359855335,21.0
570,2012,8885.545,5850.0,2.5,91.3423233032227,21.0
571,2013,9074.463,5850.0,2.5,91.5541839599609,21.0
572,2014,9233.085,5850.0,2.5,91.7720565795898,21.0
